category,status,section,line,declared,var,ctor,id,compare_id,modern_match,reason,migration_package
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,405,IngotMaterial,Polyetheretherketone,IngotMaterial,polyetheretherketone,polyetheretherketone,,,chemistry/polymers
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,441,IngotMaterial,Polyimide,IngotMaterial,polyimide,polyimide,,,chemistry/polymers
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,423,IngotMaterial,Polyurethane,IngotMaterial,polyurethane,polyurethane,,,chemistry/polymers
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,395,IngotMaterial,PreciousMetal,IngotMaterial,precious_metal,precious_metal,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,418,IngotMaterial,ProtoAdamantium,IngotMaterial,proto_adamantium,proto_adamantium,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,437,IngotMaterial,QCDMatter,IngotMaterial,qcd_confined_matter,qcd_confined_matter,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1460,IngotMaterial,Quantum,IngotMaterial,quantum,quantum,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,400,IngotMaterial,ReactorSteel,IngotMaterial,reactor_steel,reactor_steel,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,431,IngotMaterial,RutheniumDioxide,IngotMaterial,ruthenium_dioxide,ruthenium_dioxide,,,chemistry/inorganic
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,368,IngotMaterial,Staballoy,IngotMaterial,staballoy,staballoy,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,371,IngotMaterial,Stellite,IngotMaterial,stellite,stellite,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,435,IngotMaterial,SuperheavyHAlloy,IngotMaterial,superheavy_h_alloy,superheavy_h_alloy,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,436,IngotMaterial,SuperheavyLAlloy,IngotMaterial,superheavy_l_alloy,superheavy_l_alloy,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,372,IngotMaterial,Talonite,IngotMaterial,talonite,talonite,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,427,IngotMaterial,TantalumHafniumSeaborgiumCarbide,IngotMaterial,tantalum_hafnium_seaborgium_carbide,tantalum_hafnium_seaborgium_carbide,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,421,IngotMaterial,Titanium50,IngotMaterial,titanium50,titanium50,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,411,IngotMaterial,TitanSteel,IngotMaterial,titan_steel,titan_steel,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,419,IngotMaterial,TriniumTitanium,IngotMaterial,trinium_titanium,trinium_titanium,,,high_energy/particles_and_exotics
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,370,IngotMaterial,Tumbaga,IngotMaterial,tumbaga,tumbaga,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,410,IngotMaterial,TungstenTitaniumCarbide,IngotMaterial,tungsten_titanium_carbide,tungsten_titanium_carbide,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1466,IngotMaterial,UEVSuperconductor,IngotMaterial,uev_superconductor,uev_superconductor,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1465,IngotMaterial,UEVSuperconductorBase,IngotMaterial,uev_superconductor_base,uev_superconductor_base,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1464,IngotMaterial,UHVSuperconductor,IngotMaterial,uhv_superconductor,uhv_superconductor,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1463,IngotMaterial,UHVSuperconductorBase,IngotMaterial,uhv_superconductor_base,uhv_superconductor_base,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1468,IngotMaterial,UIVSuperconductor,IngotMaterial,uiv_superconductor,uiv_superconductor,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1467,IngotMaterial,UIVSuperconductorBase,IngotMaterial,uiv_superconductor_base,uiv_superconductor_base,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1470,IngotMaterial,UMVSuperconductor,IngotMaterial,umv_superconductor,uxv_superconductor,UXVSuperconductor,old-tier UMV->GTM UXV canonical id,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1469,IngotMaterial,UMVSuperconductorBase,IngotMaterial,umv_superconductor_base,uxv_superconductor_base,UXVSuperconductorBase,old-tier UMV->GTM UXV canonical id,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1462,IngotMaterial,UVSuperconductor,IngotMaterial,uv_superconductor,uv_superconductor,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1461,IngotMaterial,UVSuperconductorBase,IngotMaterial,uv_superconductor_base,uv_superconductor_base,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1472,IngotMaterial,UXVSuperconductor,IngotMaterial,uxv_superconductor,opv_superconductor,OpVSuperconductor,old-tier UXV->GTM OpV canonical id,voltage/superconductors
Ingot / Alloy Materials,new_candidate,SIMPLE DUSTS,1471,IngotMaterial,UXVSuperconductorBase,IngotMaterial,uxv_superconductor_base,opv_superconductor_base,OpVSuperconductorBase,old-tier UXV->GTM OpV canonical id,voltage/superconductors
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,425,IngotMaterial,WoodsGlass,IngotMaterial,woods_glass,woods_glass,,,electronics/optical_materials
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,390,IngotMaterial,ZirconiumCarbide,IngotMaterial,zirconium_carbide,zirconium_carbide,,,metallurgy/alloys
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,384,IngotMaterial,ZPMSuperconductor,IngotMaterial,zpm_superconductor,zpm_superconductor,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,378,IngotMaterial,ZPMSuperconductorBase,IngotMaterial,zpm_superconductor_base,zpm_superconductor_base,,,voltage/superconductors
Ingot / Alloy Materials,new_candidate,INGOT MATERIALS,406,IngotMaterial,Zylon,IngotMaterial,zylon,zylon,,,chemistry/polymers
Markers,new_candidate,SIMPLE DUSTS,1478,Material,MAX,MarkerMaterial,MAX,MAX,,,voltage/tier_markers
Markers,new_candidate,SIMPLE DUSTS,1474,Material,UEV,MarkerMaterial,UEV,UEV,,,voltage/tier_markers
Markers,new_candidate,SIMPLE DUSTS,1475,Material,UIV,MarkerMaterial,UIV,UIV,,,voltage/tier_markers
Markers,new_candidate,SIMPLE DUSTS,1476,Material,UMV,MarkerMaterial,UMV,uxv,UXV,old-tier marker UMV->GTM UXV canonical id,voltage/tier_markers
Markers,new_candidate,SIMPLE DUSTS,1477,Material,UXV,MarkerMaterial,UXV,opv,OpV,old-tier marker UXV->GTM OpV canonical id,voltage/tier_markers
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1049,SimpleDustMaterial,Agar,SimpleDustMaterial,agar,agar,Agar,"id->Agar, field",chemistry/biotech
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1010,SimpleDustMaterial,AntimonyTrifluoride,SimpleDustMaterial,antimony_trifluoride,antimony_trifluoride,AntimonyTrifluoride,"id->AntimonyTrifluoride, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1102,SimpleDustMaterial,BariumSulfide,SimpleDustMaterial,barium_sulfide,barium_sulfide,BariumSulfide,"id->BariumSulfide, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1167,SimpleDustMaterial,Biphenyl,SimpleDustMaterial,biphenyl,biphenyl,Biphenyl,"id->Biphenyl, field",chemistry/organic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1034,SimpleDustMaterial,CalciumHydroxide,SimpleDustMaterial,calcium_hydroxide,calcium_hydroxide,CalciumHydroxide,"id->CalciumHydroxide, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1120,SimpleDustMaterial,LithiumChloride,SimpleDustMaterial,lithium_chloride,lithium_chloride,LithiumChloride,"id->LithiumChloride, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1245,SimpleDustMaterial,OsmiumTetroxide,SimpleDustMaterial,osmium_tetroxide,osmium_tetroxide,OsmiumTetroxide,"id->OsmiumTetroxide, field",metallurgy/alloys
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1114,SimpleDustMaterial,PotassiumCarbonate,SimpleDustMaterial,potassium_carbonate,potassium_carbonate,PotassiumCarbonate,"id->PotassiumCarbonate, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1072,SimpleDustMaterial,PotassiumCyanide,SimpleDustMaterial,potassium_cyanide,potassium_cyanide,PotassiumCyanide,"id->PotassiumCyanide, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1289,SimpleDustMaterial,PotassiumFerrocyanide,SimpleDustMaterial,potassium_ferrocyanide,potassium_ferrocyanide,PotassiumFerrocyanide,"id->PotassiumFerrocyanide, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1220,SimpleDustMaterial,PotassiumIodide,SimpleDustMaterial,potassium_iodide,potassium_iodide,PotassiumIodide,"id->PotassiumIodide, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1123,SimpleDustMaterial,PotassiumSulfate,SimpleDustMaterial,potassium_sulfate,potassium_sulfate,PotassiumSulfate,"id->PotassiumSulfate, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1290,SimpleDustMaterial,PrussianBlue,SimpleDustMaterial,prussian_blue,prussian_blue,PrussianBlue,"id->PrussianBlue, field",chemistry/dusts_misc
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1201,SimpleDustMaterial,SodiumBicarbonate,SimpleDustMaterial,sodium_bicarbonate,sodium_bicarbonate,SodiumBicarbonate,"id->SodiumBicarbonate, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1085,SimpleDustMaterial,SodiumNitrite,SimpleDustMaterial,sodium_nitrite,sodium_nitrite,SodiumNitrite,"id->SodiumNitrite, field",chemistry/inorganic
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1261,SimpleDustMaterial,TantalumCarbide,SimpleDustMaterial,tantalum_carbide,tantalum_carbide,TantalumCarbide,"id->TantalumCarbide, field",metallurgy/alloys
Simple Dust Materials,exists_in_gtceu,SIMPLE DUSTS,1319,SimpleDustMaterial,ZincSulfide,SimpleDustMaterial,zinc_sulfide,zinc_sulfide,ZincSulfide,"id->ZincSulfide, field",chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1409,SimpleDustMaterial,Acetamide,SimpleDustMaterial,acetamide,acetamide,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1410,SimpleDustMaterial,Acetonitrile,SimpleDustMaterial,acetonitrile,acetonitrile,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1194,SimpleDustMaterial,AcidicLeachedPyrochlore,SimpleDustMaterial,acidic_leached_pyrochlore,acidic_leached_pyrochlore,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1143,SimpleDustMaterial,AcrylicFibers,SimpleDustMaterial,acrylic_fibers,acrylic_fibers,,,chemistry/polymers
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1216,SimpleDustMaterial,ActiniumHydride,SimpleDustMaterial,actinium_hydride,actinium_hydride,,,deferred/nuclear
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1435,SimpleDustMaterial,ActiniumNitrate,SimpleDustMaterial,actinium_nitrate,actinium_nitrate,,,deferred/nuclear
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1215,SimpleDustMaterial,ActiniumOxalate,SimpleDustMaterial,actinium_oxalate,actinium_oxalate,,,deferred/nuclear
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1433,SimpleDustMaterial,ActiniumTriniumHydroxides,SimpleDustMaterial,actinium_trinium_hydroxides,actinium_trinium_hydroxides,,,deferred/nuclear
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1358,SimpleDustMaterial,Actinoids,SimpleDustMaterial,actinoids,actinoids,,,deferred/nuclear
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1341,SimpleDustMaterial,AdipicAcid,SimpleDustMaterial,adipic_acid,adipic_acid,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1301,SimpleDustMaterial,AlizarineCyanineGreen,SimpleDustMaterial,alizarine_cyanine_green,alizarine_cyanine_green,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1359,SimpleDustMaterial,Alkalis,SimpleDustMaterial,alkalis,alkalis,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1054,SimpleDustMaterial,Alumina,SimpleDustMaterial,alumina,alumina,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1088,SimpleDustMaterial,AluminiumChloride,SimpleDustMaterial,aluminium_chloride,aluminium_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1208,SimpleDustMaterial,AluminiumComplex,SimpleDustMaterial,aluminium_complex,aluminium_complex,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1154,SimpleDustMaterial,AluminiumHydride,SimpleDustMaterial,aluminium_hydride,aluminium_hydride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1113,SimpleDustMaterial,AluminiumHydroxide,SimpleDustMaterial,aluminium_hydroxide,aluminium_hydroxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1263,SimpleDustMaterial,AluminiumNitrate,SimpleDustMaterial,aluminium_nitrate,aluminium_nitrate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1124,SimpleDustMaterial,AluminiumSulfate,SimpleDustMaterial,aluminium_sulfate,aluminium_sulfate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1068,SimpleDustMaterial,AluminiumTrifluoride,SimpleDustMaterial,aluminium_trifluoride,aluminium_trifluoride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1302,SimpleDustMaterial,Aminoanthraquinone,SimpleDustMaterial,aminoanthraquinone,aminoanthraquinone,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1408,SimpleDustMaterial,AmmoniumAcetate,SimpleDustMaterial,ammonium_acetate,ammonium_acetate,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1271,SimpleDustMaterial,AmmoniumBifluoride,SimpleDustMaterial,ammonium_bifluoride,ammonium_bifluoride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1276,SimpleDustMaterial,AmmoniumCarbonate,SimpleDustMaterial,ammonium_carbonate,ammonium_carbonate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1291,SimpleDustMaterial,AmmoniumManganesePhosphate,SimpleDustMaterial,ammonium_manganese_phosphate,ammonium_manganese_phosphate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1100,SimpleDustMaterial,AmmoniumVanadate,SimpleDustMaterial,ammonium_vanadate,ammonium_vanadate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1180,SimpleDustMaterial,AnodicSlime,SimpleDustMaterial,anodic_slime,anodic_slime,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1314,SimpleDustMaterial,Anthraquinone,SimpleDustMaterial,anthraquinone,anthraquinone,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1371,SimpleDustMaterial,AntimonyTrichloride,SimpleDustMaterial,antimony_trichloride,antimony_trichloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1270,SimpleDustMaterial,ApatiteSolidResidue,SimpleDustMaterial,apatite_solid_residue,apatite_solid_residue,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1092,SimpleDustMaterial,AuPdCCatalyst,SimpleDustMaterial,aupdc_catalyst,aupdc_catalyst,,,chemistry/catalysts
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1016,SimpleDustMaterial,AuricFluoride,SimpleDustMaterial,auric_fluoride,auric_fluoride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1105,SimpleDustMaterial,BariumAluminate,SimpleDustMaterial,barium_aluminate,barium_aluminate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1103,SimpleDustMaterial,BariumCarbonate,SimpleDustMaterial,barium_carbonate,barium_carbonate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1251,SimpleDustMaterial,BariumChloride,SimpleDustMaterial,barium_chloride,barium_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1066,SimpleDustMaterial,BariumDifluoride,SimpleDustMaterial,barium_difluoride,barium_difluoride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1125,SimpleDustMaterial,BariumHydroxide,SimpleDustMaterial,barium_hydroxide,barium_hydroxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1212,SimpleDustMaterial,BariumNitrate,SimpleDustMaterial,barium_nitrate,barium_nitrate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1104,SimpleDustMaterial,BariumOxide,SimpleDustMaterial,barium_oxide,barium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1197,SimpleDustMaterial,BariumPeroxide,SimpleDustMaterial,barium_peroxide,barium_peroxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1249,SimpleDustMaterial,BariumStrontiumTitanate,SimpleDustMaterial,barium_strontium_titanate,barium_strontium_titanate,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1232,SimpleDustMaterial,BariumTriflate,SimpleDustMaterial,barium_triflate,barium_triflate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1204,SimpleDustMaterial,BCEPellet,SimpleDustMaterial,bce_pellet,bce_pellet,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1076,SimpleDustMaterial,Benzophenanthrenylacetonitrile,SimpleDustMaterial,benzophenanthrenylacetonitrile,benzophenanthrenylacetonitrile,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1035,SimpleDustMaterial,BetaPinene,SimpleDustMaterial,beta_pinene,beta_pinene,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1256,SimpleDustMaterial,BETS,SimpleDustMaterial,bets,bets,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1384,SimpleDustMaterial,BETSPerrhenate,SimpleDustMaterial,bets_perrhenate,bets_perrhenate,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1053,SimpleDustMaterial,BifidobacteriumBreve,SimpleDustMaterial,bifidobacterium_breve,bifidobacterium_breve,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1169,SimpleDustMaterial,Bipyridine,SimpleDustMaterial,bipyridine,bipyridine,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1063,SimpleDustMaterial,BismuthChloride,SimpleDustMaterial,bismuth_chloride,bismuth_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1345,SimpleDustMaterial,BismuthGermanate,SimpleDustMaterial,bismuth_germanate,bismuth_germanate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1282,SimpleDustMaterial,BismuthVanadate,SimpleDustMaterial,bismuth_vanadate,bismuth_vanadate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1228,SimpleDustMaterial,BlueHalideMix,SimpleDustMaterial,blue_halide_mix,blue_halide_mix,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1386,SimpleDustMaterial,BorocarbideDust,SimpleDustMaterial,borocarbide_dust,borocarbide_dust,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1238,SimpleDustMaterial,BoronCarbide,SimpleDustMaterial,boron_carbide,boron_carbide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1239,SimpleDustMaterial,BoronFranciumCarbide,SimpleDustMaterial,boron_francium_carbide,boron_francium_carbide,,,metallurgy/alloys
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1258,SimpleDustMaterial,BoronOxide,SimpleDustMaterial,boron_oxide,boron_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1050,SimpleDustMaterial,BrevibacteriumFlavium,SimpleDustMaterial,brevibacterium_flavium,brevibacterium_flavium,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1075,SimpleDustMaterial,Bromosuccinimide,SimpleDustMaterial,bromo_succinimide,bromo_succinimide,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1043,SimpleDustMaterial,BrownAlgae,SimpleDustMaterial,brown_algae,brown_algae,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1281,SimpleDustMaterial,BurnedSienna,SimpleDustMaterial,burned_siena,burned_siena,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1277,SimpleDustMaterial,CadmiumSulfide,SimpleDustMaterial,cadmium_sulfide,cadmium_sulfide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1348,SimpleDustMaterial,CadmiumTungstate,SimpleDustMaterial,cadmium_tungstate,cadmium_tungstate,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1135,SimpleDustMaterial,CadmiumZincDust,SimpleDustMaterial,cadmium_zinc_dust,cadmium_zinc_dust,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1112,SimpleDustMaterial,CaesiumHydroxide,SimpleDustMaterial,caesium_hydroxide,caesium_hydroxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1431,SimpleDustMaterial,CaesiumNitrate,SimpleDustMaterial,caesium_nitrate,caesium_nitrate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1382,SimpleDustMaterial,CalciumAlginate,SimpleDustMaterial,calcium_alginate,calcium_alginate,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1033,SimpleDustMaterial,CalciumCarbide,SimpleDustMaterial,calcium_carbide,calcium_carbide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1365,SimpleDustMaterial,CalciumCyanamide,SimpleDustMaterial,calcium_cyanamide,calcium_cyanamide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1148,SimpleDustMaterial,CalciumMagnesiumSalts,SimpleDustMaterial,camg_salts,camg_salts,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1145,SimpleDustMaterial,CalciumSalts,SimpleDustMaterial,calcium_salts,calcium_salts,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1231,SimpleDustMaterial,CarbonylPurifiedIron,SimpleDustMaterial,carbonyl_purified_iron,carbonyl_purified_iron,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1198,SimpleDustMaterial,CassiteriteCokePellets,SimpleDustMaterial,cassiterite_coke_pellets,cassiterite_coke_pellets,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1140,SimpleDustMaterial,Cellulose,SimpleDustMaterial,cellulose,cellulose,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1021,SimpleDustMaterial,CeriumOxide,SimpleDustMaterial,cerium_oxide,cerium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1429,SimpleDustMaterial,CesiumCarborane,SimpleDustMaterial,cesium_carborane,cesium_carborane,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1428,SimpleDustMaterial,CesiumCarboranePrecusor,SimpleDustMaterial,cesium_carborane_precursor,cesium_carborane_precursor,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1346,SimpleDustMaterial,CesiumIodide,SimpleDustMaterial,cesium_iodide,cesium_iodide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1369,SimpleDustMaterial,ChargedCesiumCeriumCobaltIndium,SimpleDustMaterial,charged_cesium_cerium_cobalt_indium,charged_cesium_cerium_cobalt_indium,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1294,SimpleDustMaterial,ChromeOrange,SimpleDustMaterial,chrome_orange,chrome_orange,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1293,SimpleDustMaterial,ChromeYellow,SimpleDustMaterial,chrome_yellow,chrome_yellow,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1353,SimpleDustMaterial,ChromiumIIIOxide,SimpleDustMaterial,chromium_iii_oxide,chromium_iii_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1453,SimpleDustMaterial,CleanInertResidues,SimpleDustMaterial,clean_inert_residues,clean_inert_residues,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1396,SimpleDustMaterial,CoAcABCatalyst,SimpleDustMaterial,coacab_catalyst,coacab_catalyst,,,chemistry/catalysts
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1288,SimpleDustMaterial,CobaltAluminate,SimpleDustMaterial,cobalt_aluminate,cobalt_aluminate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1286,SimpleDustMaterial,CobaltZincOxide,SimpleDustMaterial,cobalt_zinc_oxide,cobalt_zinc_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1191,SimpleDustMaterial,ColumbiteMinorOxideResidue,SimpleDustMaterial,columbite_minor_oxide_residue,columbite_minor_oxide_residue,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1283,SimpleDustMaterial,CopperArsenite,SimpleDustMaterial,copper_arsenite,copper_arsenite,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1062,SimpleDustMaterial,CopperChloride,SimpleDustMaterial,copper_chloride,copper_chloride,,,chemistry/inorganic
